model	branch_length	nsites	sample	rule	replicates	refined_fraction	legacy_fraction	refined_minus_legacy	paired_bootstrap_ci_low	paired_bootstrap_ci_high	refined_only	legacy_only	agreement	mean_delta_z	mean_delta_z_ci_low	mean_delta_z_ci_high	median_delta_z	delta_z_q10	delta_z_q90	mean_delta_decision_margin	mean_delta_decision_margin_ci_low	mean_delta_decision_margin_ci_high	median_delta_decision_margin
+I+G4	12.5	100	alternative	calibrated	20000	0.6764	0.67255	0.00385000000000002	0.00155	0.00615	320	243	0.97185	-1.5256870575943502	-1.5273426106226315	-1.5240315045660688	-1.5265744245988613	-1.6782803702984177	-1.3726896331344103	0.039876811218540455	0.03822125819025906	0.04153236424682185	0.03898944421402928
+I+G4	12.5	500	null_heldout	nominal	10000	0.0466	0.9856	-0.9390000000000001	-0.9437	-0.9342	0	9390	0.061	-3.79495797359014	-3.7974286075203185	-3.792487339659962	-3.7947843936180536	-3.9572136369352027	-3.634534370246418	-3.7949579735901398	-3.797428607520318	-3.7924873396599614	-3.7947843936180536
+I+G4	12.5	500	alternative	nominal	20000	0.99805	1.0	-0.0019500000000000073	-0.0026	-0.00135	0	39	0.99805	-3.422273402307059	-3.4239166460950163	-3.4206301585191015	-3.4231914036494464	-3.573426109990208	-3.2693038992225425	-3.422273402307059	-3.4239166460950163	-3.4206301585191015	-3.423191403649446
+I+G4	12.5	500	null_heldout	calibrated	10000	0.0501	0.0499	0.0001999999999999988	-0.0016	0.0021	47	45	0.9908	-3.79495797359014	-3.7974286075203185	-3.792487339659962	-3.7947843936180536	-3.9572136369352027	-3.634534370246418	-0.13117719081086476	-0.1336478247410432	-0.12870655688068633	-0.13100361083877754
+I+G4	12.5	500	alternative	calibrated	20000	0.9983	0.99815	0.00014999999999998348	-0.00015	0.00045	6	3	0.99955	-3.422273402307059	-3.4239166460950163	-3.4206301585191015	-3.4231914036494464	-3.573426109990208	-3.2693038992225425	0.24150738047221657	0.23986413668425904	0.2431506242601741	0.2405893791298297
+I+G4	12.5	1000	null_heldout	nominal	10000	0.0505	1.0	-0.9495	-0.9536	-0.9451975	0	9495	0.0505	-5.367517051297137	-5.369981989702467	-5.3650521128918065	-5.366795387956604	-5.528894354729552	-5.207807614690698	-5.367517051297137	-5.369981989702467	-5.3650521128918065	-5.3667953879566035
+I+G4	12.5	1000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.839240879159147	-4.840884993846078	-4.837596764472215	-4.838645017781779	-4.990391438950161	-4.688507290390978	-4.839240879159147	-4.840884993846078	-4.837596764472215	-4.838645017781779
+I+G4	12.5	1000	null_heldout	calibrated	10000	0.0503	0.0504	-0.00010000000000000286	-0.0019	0.0017	43	44	0.9913	-5.367517051297137	-5.369981989702467	-5.3650521128918065	-5.366795387956604	-5.528894354729552	-5.207807614690698	-0.12280473433096634	-0.12526967273629638	-0.1203397959256363	-0.12208307099043436
+I+G4	12.5	1000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-4.839240879159147	-4.840884993846078	-4.837596764472215	-4.838645017781779	-4.990391438950161	-4.688507290390978	0.4054714378070237	0.40382732312009173	0.4071155524939557	0.4060672991843908
+I+G4	12.5	5000	null_heldout	nominal	10000	0.0488	1.0	-0.9512	-0.9553	-0.947	0	9512	0.0488	-12.005390403122272	-12.00786065458791	-12.002920151656634	-12.003518603551552	-12.167376569502965	-11.843234997042975	-12.005390403122272	-12.00786065458791	-12.002920151656634	-12.003518603551552
+I+G4	12.5	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.827043861713292	-10.828674481938148	-10.825413241488437	-10.826503286348785	-10.979855581421244	-10.67621271661863	-10.827043861713292	-10.828674481938148	-10.825413241488437	-10.826503286348785
+I+G4	12.5	5000	null_heldout	calibrated	10000	0.0477	0.0479	-0.0001999999999999988	-0.002	0.0015	39	41	0.992	-12.005390403122272	-12.00786065458791	-12.002920151656634	-12.003518603551552	-12.167376569502965	-11.843234997042975	-0.13239197777518347	-0.13486222924082203	-0.1299217263095449	-0.13052017820446427
+I+G4	12.5	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.827043861713292	-10.828674481938148	-10.825413241488437	-10.826503286348785	-10.979855581421244	-10.67621271661863	1.0459545636337946	1.04432394340894	1.0475851838586492	1.046495138998301
+I+G4	12.5	10000	null_heldout	nominal	10000	0.0483	1.0	-0.9517	-0.956	-0.9475	0	9517	0.0483	-16.978367126372074	-16.980828107260752	-16.975906145483396	-16.977471284066986	-17.136440268976237	-16.819505184113034	-16.97836712637207	-16.98082810726075	-16.975906145483393	-16.977471284066983
+I+G4	12.5	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.31364730864457	-15.315287555251835	-15.312007062037306	-15.315319253188719	-15.465059362396154	-15.159879516884374	-15.313647308644574	-15.315287555251839	-15.31200706203731	-15.31531925318872
+I+G4	12.5	10000	null_heldout	calibrated	10000	0.0461	0.048	-0.001899999999999999	-0.0036	-0.0002	28	47	0.9925	-16.978367126372074	-16.980828107260752	-16.975906145483396	-16.977471284066986	-17.136440268976237	-16.819505184113034	-0.14607935265783753	-0.14854033354651588	-0.14361837176915918	-0.14518351035274968
+I+G4	12.5	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.31364730864457	-15.315287555251835	-15.312007062037306	-15.315319253188719	-15.465059362396154	-15.159879516884374	1.5186404650696625	1.5170002184623976	1.5202807116769275	1.5169685205255163
+I+G4	15.0	100	null_heldout	nominal	10000	0.0442	0.5102	-0.46599999999999997	-0.4758	-0.4566	0	4660	0.534	-1.6952726481813387	-1.697970393382712	-1.6925749029799655	-1.6955309382653172	-1.8695806416169185	-1.5209990696033675	-1.6952726481813387	-1.697970393382712	-1.6925749029799655	-1.695530938265317
+I+G4	15.0	100	alternative	nominal	20000	0.54925	0.966	-0.41674999999999995	-0.42335	-0.41005	0	8335	0.58325	-1.539304192182016	-1.5411168710252834	-1.5374915133387488	-1.543423063180191	-1.7029740441764984	-1.370746826687269	-1.539304192182016	-1.5411168710252834	-1.5374915133387488	-1.5434230631801908
+I+G4	15.0	100	null_heldout	calibrated	10000	0.0504	0.0487	0.0017000000000000001	-0.0002	0.0036	54	37	0.9909	-1.6952726481813387	-1.697970393382712	-1.6925749029799655	-1.6955309382653172	-1.8695806416169185	-1.5209990696033675	-0.12947292076597397	-0.13217066596734708	-0.12677517556460086	-0.1297312108499522
+I+G4	15.0	100	alternative	calibrated	20000	0.5693	0.56395	0.005350000000000077	0.00265	0.00805	431	324	0.96225	-1.539304192182016	-1.5411168710252834	-1.5374915133387488	-1.543423063180191	-1.7029740441764984	-1.370746826687269	0.02649553523334913	0.02468285639008179	0.02830821407661647	0.022376664235173926
+I+G4	15.0	500	null_heldout	nominal	10000	0.048	0.9874	-0.9394	-0.9441	-0.9346	0	9394	0.0606	-3.7928910671491147	-3.7955495008710254	-3.790232633427204	-3.792008302322029	-3.966695420078816	-3.6194860071557113	-3.792891067149114	-3.7955495008710245	-3.790232633427203	-3.792008302322028
+I+G4	15.0	500	alternative	nominal	20000	0.9915	1.0	-0.008499999999999952	-0.00975	-0.00725	0	170	0.9915	-3.45438754405926	-3.456180519297045	-3.4525945688214748	-3.4564149654535576	-3.620083791435647	-3.286516785086302	-3.4543875440592595	-3.4561805192970447	-3.4525945688214743	-3.4564149654535576
+I+G4	15.0	500	null_heldout	calibrated	10000	0.0524	0.0505	0.001899999999999999	0.0001	0.0038	56	37	0.9907	-3.7928910671491147	-3.7955495008710254	-3.790232633427204	-3.792008302322029	-3.966695420078816	-3.6194860071557113	-0.11401563338491569	-0.11667406710682633	-0.11135719966300504	-0.11313286855782945
+I+G4	15.0	500	alternative	calibrated	20000	0.9927	0.99085	0.0018500000000000183	0.00115	0.0026	45	8	0.99735	-3.45438754405926	-3.456180519297045	-3.4525945688214748	-3.4564149654535576	-3.620083791435647	-3.286516785086302	0.22448788970493952	0.2226949144671543	0.22628086494272473	0.2224604683106417
+I+G4	15.0	1000	null_heldout	nominal	10000	0.0475	0.9999	-0.9524	-0.9565	-0.9482	0	9524	0.0476	-5.368863318185862	-5.371496922943262	-5.366229713428462	-5.369787669644774	-5.54183893247701	-5.194150386173439	-5.368863318185862	-5.371496922943262	-5.366229713428462	-5.369787669644774
+I+G4	15.0	1000	alternative	nominal	20000	0.99995	1.0	-4.999999999999449e-05	-0.00015	0.0	0	1	0.99995	-4.887670026591833	-4.889467276069059	-4.885872777114606	-4.889707402656521	-5.052579765513529	-4.720553706995094	-4.887670026591833	-4.889467276069059	-4.885872777114606	-4.889707402656521
+I+G4	15.0	1000	null_heldout	calibrated	10000	0.0533	0.0533	0.0	-0.0017	0.0019	43	43	0.9914	-5.368863318185862	-5.371496922943262	-5.366229713428462	-5.369787669644774	-5.54183893247701	-5.194150386173439	-0.14345437242026954	-0.14608797717766975	-0.14082076766286933	-0.1443787238791816
+I+G4	15.0	1000	alternative	calibrated	20000	0.99995	0.99995	0.0	0.0	0.0	0	0	1.0	-4.887670026591833	-4.889467276069059	-4.885872777114606	-4.889707402656521	-5.052579765513529	-4.720553706995094	0.3377389191737597	0.33594166969653383	0.33953616865098557	0.33570154310907174
+I+G4	15.0	5000	null_heldout	nominal	10000	0.0448	1.0	-0.9552	-0.9591	-0.9512	0	9552	0.0448	-12.005606747220416	-12.008230379493641	-12.00298311494719	-12.004405556232676	-12.17688425530464	-11.835556248980064	-12.005606747220416	-12.008230379493641	-12.00298311494719	-12.004405556232676
+I+G4	15.0	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.933669374890336	-10.93546235687986	-10.931876392900811	-10.934242849646097	-11.098056788744552	-10.766882169557759	-10.933669374890336	-10.93546235687986	-10.931876392900811	-10.934242849646097
+I+G4	15.0	5000	null_heldout	calibrated	10000	0.042	0.0426	-0.0005999999999999964	-0.0023	0.0012	38	44	0.9918	-12.005606747220416	-12.008230379493641	-12.00298311494719	-12.004405556232676	-12.17688425530464	-11.835556248980064	-0.13581593635889733	-0.1384395686321229	-0.13319230408567176	-0.1346147453711577
+I+G4	15.0	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-10.933669374890336	-10.93546235687986	-10.931876392900811	-10.934242849646097	-11.098056788744552	-10.766882169557759	0.9361214359711825	0.9343284539816574	0.9379144179607075	0.9355479612154216
+I+G4	15.0	10000	null_heldout	nominal	10000	0.0491	1.0	-0.9509	-0.955	-0.9467	0	9509	0.0491	-16.97667669949356	-16.97935742432406	-16.973995974663058	-16.976080029982896	-17.151138443489664	-16.80045384202517	-16.97667669949356	-16.97935742432406	-16.973995974663058	-16.976080029982896
+I+G4	15.0	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.462007969003182	-15.463799372294645	-15.460216565711718	-15.462883877016345	-15.62807540739756	-15.295382137333473	-15.462007969003189	-15.463799372294652	-15.460216565711725	-15.462883877016345
+I+G4	15.0	10000	null_heldout	calibrated	10000	0.0535	0.0518	0.0017000000000000001	-0.0004	0.0038	67	50	0.9883	-16.97667669949356	-16.97935742432406	-16.973995974663058	-16.976080029982896	-17.151138443489664	-16.80045384202517	-0.12119372287998621	-0.12387444771048632	-0.1185129980494861	-0.12059705336932325
+I+G4	15.0	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.462007969003182	-15.463799372294645	-15.460216565711718	-15.462883877016345	-15.62807540739756	-15.295382137333473	1.3934750076103868	1.3916836043189238	1.3952664109018498	1.392599099597227
+I+G4	17.5	100	null_heldout	nominal	10000	0.046	0.506	-0.46	-0.4694	-0.4504	0	4600	0.54	-1.691878896115076	-1.6947906284706191	-1.6889671637595327	-1.6935862597532503	-1.8792832108997233	-1.5000890317074087	-1.6918788961150764	-1.6947906284706196	-1.6889671637595332	-1.6935862597532505
+I+G4	17.5	100	alternative	nominal	20000	0.4676	0.9484	-0.4808	-0.48765	-0.4739	0	9616	0.5192	-1.5486959332432597	-1.5507071835417252	-1.5466846829447942	-1.552027191100167	-1.7304427469374732	-1.363272096657203	-1.5486959332432597	-1.5507071835417252	-1.5466846829447942	-1.5520271911001668
+I+G4	17.5	100	null_heldout	calibrated	10000	0.0517	0.0508	0.000900000000000005	-0.0011	0.0029	57	48	0.9895	-1.691878896115076	-1.6947906284706191	-1.6889671637595327	-1.6935862597532503	-1.8792832108997233	-1.5000890317074087	-0.12631646290238988	-0.12922819525793303	-0.12340473054684671	-0.12802382654056377
+I+G4	17.5	100	alternative	calibrated	20000	0.48825	0.48005	0.00820000000000004	0.0053	0.01115	523	359	0.9559	-1.5486959332432597	-1.5507071835417252	-1.5466846829447942	-1.552027191100167	-1.7304427469374732	-1.363272096657203	0.016866499969426723	0.0148552496709612	0.018877750267892245	0.013535242112519219
+I+G4	17.5	500	null_heldout	nominal	10000	0.0484	0.9893	-0.9409	-0.9455	-0.9363	0	9409	0.0591	-3.7912166764967377	-3.79406788478533	-3.7883654682081453	-3.7922142363578297	-3.9769518375830986	-3.6017260990505506	-3.7912166764967377	-3.79406788478533	-3.7883654682081453	-3.7922142363578293
+I+G4	17.5	500	alternative	nominal	20000	0.97415	1.0	-0.02585000000000004	-0.02805	-0.02375	0	517	0.97415	-3.480859115976248	-3.4828580472889596	-3.478860184663536	-3.4834379553937933	-3.6644814395715013	-3.2940008605380386	-3.480859115976248	-3.4828580472889596	-3.478860184663536	-3.4834379553937933
+I+G4	17.5	500	null_heldout	calibrated	10000	0.0516	0.0502	0.0013999999999999985	-0.0004	0.0032	50	36	0.9914	-3.7912166764967377	-3.79406788478533	-3.7883654682081453	-3.7922142363578297	-3.9769518375830986	-3.6017260990505506	-0.12126071930593625	-0.12411192759452859	-0.11840951101734391	-0.1222582791670277
+I+G4	17.5	500	alternative	calibrated	20000	0.97615	0.97265	0.0034999999999999476	0.0024	0.0046	96	26	0.9939	-3.480859115976248	-3.4828580472889596	-3.478860184663536	-3.4834379553937933	-3.6644814395715013	-3.2940008605380386	0.1890968412145537	0.18709790990184208	0.1910957725272653	0.18651800179700873
+I+G4	17.5	1000	null_heldout	nominal	10000	0.0454	0.9999	-0.9545	-0.9586	-0.9505	0	9545	0.0455	-5.365371241309858	-5.368215727503012	-5.362526755116704	-5.364733095006562	-5.5531658621863205	-5.17972564402182	-5.365371241309858	-5.368215727503012	-5.362526755116704	-5.364733095006562
+I+G4	17.5	1000	alternative	nominal	20000	0.99955	1.0	-0.00044999999999995044	-0.00075	-0.0002	0	9	0.99955	-4.925239524472764	-4.92721679030516	-4.923262258640369	-4.92755562214229	-5.107236434247996	-4.740998291822001	-4.925239524472764	-4.92721679030516	-4.923262258640369	-4.92755562214229
+I+G4	17.5	1000	null_heldout	calibrated	10000	0.044	0.0456	-0.0016000000000000042	-0.0034	0.0002	36	52	0.9912	-5.365371241309858	-5.368215727503012	-5.362526755116704	-5.364733095006562	-5.5531658621863205	-5.17972564402182	-0.14661344320860492	-0.14945792940175906	-0.14376895701545078	-0.14597529690530875
+I+G4	17.5	1000	alternative	calibrated	20000	0.99955	0.99945	0.00010000000000010001	-0.0001	0.0003	3	1	0.9998	-4.925239524472764	-4.92721679030516	-4.923262258640369	-4.92755562214229	-5.107236434247996	-4.740998291822001	0.29351827362848865	0.291541007796093	0.2954955394608843	0.2912021759589636
+I+G4	17.5	5000	null_heldout	nominal	10000	0.0505	1.0	-0.9495	-0.9539	-0.9453	0	9495	0.0505	-12.002399810384468	-12.005284956848186	-11.999514663920749	-12.00320418268696	-12.19079852633694	-11.816860661181346	-12.002399810384468	-12.005284956848186	-11.999514663920749	-12.00320418268696
+I+G4	17.5	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-11.016852338048375	-11.018841373837082	-11.014863302259668	-11.016538103265919	-11.200824246634017	-10.831788298015978	-11.016852338048375	-11.018841373837082	-11.014863302259668	-11.016538103265919
+I+G4	17.5	5000	null_heldout	calibrated	10000	0.051	0.0527	-0.0017000000000000001	-0.0036	0.0003	42	59	0.9899	-12.002399810384468	-12.005284956848186	-11.999514663920749	-12.00320418268696	-12.19079852633694	-11.816860661181346	-0.13667608706669365	-0.13956123353041217	-0.13379094060297514	-0.13748045936918896
+I+G4	17.5	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-11.016852338048375	-11.018841373837082	-11.014863302259668	-11.016538103265919	-11.200824246634017	-10.831788298015978	0.8488713852693978	0.8468823494806906	0.8508604210581049	0.8491856200518537
+I+G4	17.5	10000	null_heldout	nominal	10000	0.0503	1.0	-0.9497	-0.9541	-0.9457	0	9497	0.0503	-16.969960754482134	-16.97281376356967	-16.9671077453946	-16.969013184212592	-17.158625049746945	-16.7857267433441	-16.969960754482134	-16.97281376356967	-16.9671077453946	-16.969013184212592
+I+G4	17.5	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.579824166796351	-15.581804989017932	-15.57784334457477	-15.579521642885599	-15.763634763818676	-15.397416575728126	-15.579824166796351	-15.581804989017932	-15.57784334457477	-15.579521642885597
+I+G4	17.5	10000	null_heldout	calibrated	10000	0.0497	0.0481	0.0016000000000000042	-0.0003024999999999991	0.0036	57	41	0.9902	-16.969960754482134	-16.97281376356967	-16.9671077453946	-16.969013184212592	-17.158625049746945	-16.7857267433441	-0.12065392703050032	-0.12350693611803479	-0.11780091794296585	-0.11970635676095931
+I+G4	17.5	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.579824166796351	-15.581804989017932	-15.57784334457477	-15.579521642885599	-15.763634763818676	-15.397416575728126	1.2694826606552791	1.2675018384336987	1.2714634828768596	1.2697851845660324
+I+G4	20.0	100	null_heldout	nominal	10000	0.0441	0.5138	-0.4697	-0.4793025	-0.4599	0	4697	0.5303	-1.688604560822239	-1.6918182878315764	-1.6853908338129018	-1.6915327879981428	-1.8949987599677371	-1.479030017646111	-1.688604560822239	-1.6918182878315764	-1.6853908338129018	-1.6915327879981426
+I+G4	20.0	100	alternative	nominal	20000	0.40155	0.9246	-0.52305	-0.5298	-0.51634875	0	10461	0.47695	-1.559197100432657	-1.561441025444892	-1.556953175420422	-1.5637681197890716	-1.7621829154519035	-1.3484841182363951	-1.559197100432657	-1.561441025444892	-1.556953175420422	-1.5637681197890718
+I+G4	20.0	100	null_heldout	calibrated	10000	0.0446	0.0486	-0.003999999999999997	-0.0062	-0.0018	43	83	0.9874	-1.688604560822239	-1.6918182878315764	-1.6853908338129018	-1.6915327879981428	-1.8949987599677371	-1.479030017646111	-0.16082854294379836	-0.1640422699531356	-0.15761481593446114	-0.16375677011970202
+I+G4	20.0	100	alternative	calibrated	20000	0.403	0.40525	-0.0022499999999999742	-0.0051	0.0007512500000000045	418	463	0.95595	-1.559197100432657	-1.561441025444892	-1.556953175420422	-1.5637681197890716	-1.7621829154519035	-1.3484841182363951	-0.03142108255421616	-0.033665007566451174	-0.029177157541981153	-0.03599210191063107
+I+G4	20.0	500	null_heldout	nominal	10000	0.0476	0.9871	-0.9395	-0.9442	-0.935	0	9395	0.0605	-3.7884281486446576	-3.7916071545677337	-3.7852491427215815	-3.7897047910754744	-3.991266495053415	-3.580990490217741	-3.7884281486446567	-3.791607154567733	-3.7852491427215806	-3.7897047910754735
+I+G4	20.0	500	alternative	nominal	20000	0.9365	1.0	-0.0635	-0.06695	-0.0601	0	1270	0.9365	-3.5035647775281604	-3.5057916446533652	-3.5013379104029556	-3.5073095969734362	-3.7074199757658577	-3.2945824852909755	-3.5035647775281604	-3.5057916446533652	-3.5013379104029556	-3.5073095969734362
+I+G4	20.0	500	null_heldout	calibrated	10000	0.05	0.0493	0.0007000000000000062	-0.0014	0.0028	66	59	0.9875	-3.7884281486446576	-3.7916071545677337	-3.7852491427215815	-3.7897047910754744	-3.991266495053415	-3.580990490217741	-0.12631606268017181	-0.12949506860324783	-0.1231370567570958	-0.1275927051109882
+I+G4	20.0	500	alternative	calibrated	20000	0.93985	0.93475	0.005099999999999993	0.0035	0.00675	193	91	0.9858	-3.5035647775281604	-3.5057916446533652	-3.5013379104029556	-3.5073095969734362	-3.7074199757658577	-3.2945824852909755	0.15854730843632528	0.15632044131112027	0.16077417556153029	0.15480248899104954
+I+G4	20.0	1000	null_heldout	nominal	10000	0.0483	1.0	-0.9517	-0.9558	-0.9475	0	9517	0.0483	-5.364220563103365	-5.367369908158678	-5.361071218048052	-5.365359268057265	-5.565986727271575	-5.156277029040212	-5.364220563103364	-5.367369908158677	-5.3610712180480515	-5.365359268057265
+I+G4	20.0	1000	alternative	nominal	20000	0.99775	1.0	-0.0022499999999999742	-0.0029	-0.0016	0	45	0.99775	-4.956580690085559	-4.9588011936746685	-4.95436018649645	-4.958523085142411	-5.163325821446464	-4.747356732317175	-4.956580690085559	-4.9588011936746685	-4.95436018649645	-4.958523085142411
+I+G4	20.0	1000	null_heldout	calibrated	10000	0.0517	0.0518	-9.999999999999593e-05	-0.0023	0.0021	63	64	0.9873	-5.364220563103365	-5.367369908158678	-5.361071218048052	-5.365359268057265	-5.565986727271575	-5.156277029040212	-0.1268537177503057	-0.13000306280561863	-0.1237043726949928	-0.12799242270420663
+I+G4	20.0	1000	alternative	calibrated	20000	0.99805	0.9972	0.0008500000000000174	0.0004	0.0013	19	2	0.99895	-4.956580690085559	-4.9588011936746685	-4.95436018649645	-4.958523085142411	-5.163325821446464	-4.747356732317175	0.28078615526749945	0.27856565167839	0.2830066588566089	0.2788437602106484
+I+G4	20.0	5000	null_heldout	nominal	10000	0.0461	1.0	-0.9539	-0.958	-0.9498	0	9539	0.0461	-11.998689016176245	-12.001823916597573	-11.995554115754917	-11.998607399625268	-12.206899986075953	-11.794417083911936	-11.998689016176245	-12.001823916597573	-11.995554115754917	-11.99860739962527
+I+G4	20.0	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-11.086828153608678	-11.089048807167794	-11.084607500049563	-11.08716884446735	-11.292471253525505	-10.88170838748205	-11.086828153608678	-11.089048807167794	-11.084607500049563	-11.08716884446735
+I+G4	20.0	5000	null_heldout	calibrated	10000	0.0475	0.0503	-0.002799999999999997	-0.005	-0.0007	47	75	0.9878	-11.998689016176245	-12.001823916597573	-11.995554115754917	-11.998607399625268	-12.206899986075953	-11.794417083911936	-0.15125875277463566	-0.15439365319596343	-0.14812385235330788	-0.15117713622366047
+I+G4	20.0	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-11.086828153608678	-11.089048807167794	-11.084607500049563	-11.08716884446735	-11.292471253525505	-10.88170838748205	0.7606021097929296	0.7583814562338136	0.7628227633520457	0.7602614189342578
+I+G4	20.0	10000	null_heldout	nominal	10000	0.0473	1.0	-0.9527	-0.9568025	-0.9486	0	9527	0.0473	-16.967413611431002	-16.970592694544404	-16.9642345283176	-16.967131189574694	-17.174608180763105	-16.76122439657284	-16.967413611431002	-16.970592694544404	-16.9642345283176	-16.96713118957469
+I+G4	20.0	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.679949636825343	-15.68215584837936	-15.677743425271327	-15.680574548589181	-15.883373512325681	-15.475430959982328	-15.679949636825345	-15.682155848379361	-15.677743425271329	-15.68057454858918
+I+G4	20.0	10000	null_heldout	calibrated	10000	0.0501	0.0502	-0.00010000000000000286	-0.0024	0.002202500000000009	69	70	0.9861	-16.967413611431002	-16.970592694544404	-16.9642345283176	-16.967131189574694	-17.174608180763105	-16.76122439657284	-0.12570774254335115	-0.1288868256567529	-0.12252865942994941	-0.12542532068704304
+I+G4	20.0	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-15.679949636825343	-15.68215584837936	-15.677743425271327	-15.680574548589181	-15.883373512325681	-15.475430959982328	1.1617562320623056	1.1595500205082885	1.1639624436163227	1.1611313202984697
+I+G4	22.5	100	null_heldout	nominal	10000	0.0475	0.5152	-0.4677	-0.4772	-0.4577	0	4677	0.5323	-1.6835035224510015	-1.687032017091724	-1.6799750278102792	-1.6861281664662966	-1.912828782263543	-1.4509166100266413	-1.6835035224510015	-1.687032017091724	-1.6799750278102792	-1.6861281664662968
+I+G4	22.5	100	alternative	nominal	20000	0.34645	0.9011	-0.5546500000000001	-0.5616012499999999	-0.54785	0	11093	0.44535	-1.5649485959959737	-1.5674446276407394	-1.562452564351208	-1.5713685100360522	-1.7901672610372472	-1.3309136075886727	-1.5649485959959741	-1.5674446276407399	-1.5624525643512084	-1.5713685100360524
+I+G4	22.5	100	null_heldout	calibrated	10000	0.0556	0.0558	-0.00020000000000000573	-0.0026	0.0022	76	78	0.9846	-1.6835035224510015	-1.687032017091724	-1.6799750278102792	-1.6861281664662966	-1.912828782263543	-1.4509166100266413	-0.12761863431768652	-0.13114712895840883	-0.12409013967696422	-0.13024327833298188
+I+G4	22.5	100	alternative	calibrated	20000	0.37	0.36405	0.005950000000000011	0.0026	0.00905	577	458	0.94825	-1.5649485959959737	-1.5674446276407394	-1.562452564351208	-1.5713685100360522	-1.7901672610372472	-1.3309136075886727	-0.009063707862659157	-0.01155973950742492	-0.006567676217893394	-0.015483621902737443
+I+G4	22.5	500	null_heldout	nominal	10000	0.0476	0.9891	-0.9415	-0.9461	-0.937	0	9415	0.0585	-3.7867335139575675	-3.7902084638262403	-3.7832585640888947	-3.787571181430116	-4.015668756448251	-3.5587976654921905	-3.786733513957567	-3.79020846382624	-3.7832585640888943	-3.787571181430116
+I+G4	22.5	500	alternative	nominal	20000	0.8825	1.0	-0.11750000000000005	-0.12195	-0.1131	0	2350	0.8825	-3.518378090716769	-3.5208354576465806	-3.5159207237869574	-3.5202119966994623	-3.743749686308447	-3.2904247064943677	-3.518378090716769	-3.5208354576465806	-3.5159207237869574	-3.5202119966994623
+I+G4	22.5	500	null_heldout	calibrated	10000	0.0488	0.049	-0.0001999999999999988	-0.0026	0.0022	68	70	0.9862	-3.7867335139575675	-3.7902084638262403	-3.7832585640888947	-3.787571181430116	-4.015668756448251	-3.5587976654921905	-0.14558883160445085	-0.1490637814731235	-0.1421138817357782	-0.14642649907700012
+I+G4	22.5	500	alternative	calibrated	20000	0.88535	0.87575	0.009599999999999942	0.007148750000000001	0.01195	391	199	0.9705	-3.518378090716769	-3.5208354576465806	-3.5159207237869574	-3.5202119966994623	-3.743749686308447	-3.2904247064943677	0.12276659163634765	0.12030922470653596	0.12522395856615934	0.12093268565365367
+I+G4	22.5	1000	null_heldout	nominal	10000	0.046	0.9998	-0.9538	-0.9578	-0.9496	0	9538	0.0462	-5.362952235197214	-5.366408954216508	-5.359495516177919	-5.363505223648991	-5.5880261192457015	-5.138888257974491	-5.362952235197214	-5.366408954216508	-5.359495516177919	-5.363505223648991
+I+G4	22.5	1000	alternative	nominal	20000	0.99125	1.0	-0.008750000000000036	-0.01005	-0.0075	0	175	0.99125	-4.981548582829904	-4.9840146172016695	-4.979082548458139	-4.982850166719708	-5.209175220033726	-4.751519715530205	-4.981548582829904	-4.9840146172016695	-4.979082548458139	-4.982850166719708
+I+G4	22.5	1000	null_heldout	calibrated	10000	0.0468	0.0469	-9.999999999999593e-05	-0.002402499999999999	0.0022	70	71	0.9859	-5.362952235197214	-5.366408954216508	-5.359495516177919	-5.363505223648991	-5.5880261192457015	-5.138888257974491	-0.13913192877001107	-0.14258864778930552	-0.13567520975071662	-0.1396849172217891
