model	branch_length	nsites	sample	rule	replicates	refined_fraction	legacy_fraction	refined_minus_legacy	paired_bootstrap_ci_low	paired_bootstrap_ci_high	refined_only	legacy_only	agreement	mean_delta_z	mean_delta_z_ci_low	mean_delta_z_ci_high	median_delta_z	delta_z_q10	delta_z_q90	mean_delta_decision_margin	mean_delta_decision_margin_ci_low	mean_delta_decision_margin_ci_high	median_delta_decision_margin
+I+G4	200.0	10000	alternative	nominal	20000	0.05155	1.0	-0.94845	-0.95145	-0.94545	0	18969	0.05155	-16.98553560911984	-16.99832590707701	-16.97274531116267	-16.99551554461504	-18.167996444006103	-15.804991588463164	-16.98553560911984	-16.99832590707701	-16.97274531116267	-16.99551554461504
+I+G4	200.0	10000	null_heldout	calibrated	10000	0.0473	0.0525	-0.005199999999999996	-0.0105	0.0	332	384	0.9284	-16.981143101462028	-16.999115433481673	-16.96317076944238	-16.99165848782778	-18.149955250342686	-15.814675422467566	-0.1365093343667279	-0.15448166638637378	-0.11853700234708203	-0.1470247207324782
+I+G4	200.0	10000	alternative	calibrated	20000	0.05145	0.0511	0.0003500000000000031	-0.0035	0.00415	764	757	0.92395	-16.98553560911984	-16.99832590707701	-16.97274531116267	-16.99551554461504	-18.167996444006103	-15.804991588463164	-0.14090184202453848	-0.15369213998170814	-0.12811154406736883	-0.15088177751973753
+I+G4	500.0	100	null_heldout	nominal	10000	0.0536	0.5101	-0.4565	-0.4666	-0.4468	62	4627	0.5311	-1.6465119121650758	-1.6650758678619977	-1.6279479564681538	-1.6740473128403532	-2.84082077981284	-0.4213163376018344	-1.6465119121650758	-1.6650758678619977	-1.6279479564681538	-1.674047312840353
+I+G4	500.0	100	alternative	nominal	20000	0.0541	0.5201	-0.466	-0.4731	-0.45865	120	9440	0.522	-1.6583276051589608	-1.671581701987996	-1.6450735083299257	-1.6842791212972663	-2.8674704830702553	-0.41523102913136295	-1.6583276051589608	-1.671581701987996	-1.6450735083299257	-1.6842791212972663
+I+G4	500.0	100	null_heldout	calibrated	10000	0.048	0.05	-0.0020000000000000018	-0.0071024999999999994	0.0033	345	365	0.929	-1.6465119121650758	-1.6650758678619977	-1.6279479564681538	-1.6740473128403532	-2.84082077981284	-0.4213163376018344	-0.19523814719734953	-0.2138021028942715	-0.17667419150042754	-0.2227735478726276
+I+G4	500.0	100	alternative	calibrated	20000	0.04875	0.04905	-0.00030000000000000165	-0.00410125	0.00355	738	744	0.9259	-1.6583276051589608	-1.671581701987996	-1.6450735083299257	-1.6842791212972663	-2.8674704830702553	-0.41523102913136295	-0.20705384019123477	-0.22030793702026985	-0.19379974336219968	-0.23300535632954023
+I+G4	500.0	500	null_heldout	nominal	10000	0.0511	0.9894	-0.9382999999999999	-0.9429	-0.9335975	0	9383	0.0617	-3.7832885923302246	-3.8017340694268538	-3.7648431152335955	-3.7935578778190893	-4.979608172424767	-2.570918302733495	-3.7832885923302246	-3.8017340694268538	-3.7648431152335955	-3.7935578778190893
+I+G4	500.0	500	alternative	nominal	20000	0.05175	0.98985	-0.9381	-0.94140125	-0.93475	0	18762	0.0619	-3.77655352053415	-3.78961202137158	-3.7634950196967196	-3.780416847714897	-4.979204834560123	-2.5576825145151636	-3.776553520534148	-3.7896120213715783	-3.763495019696718	-3.7804168477148967
+I+G4	500.0	500	null_heldout	calibrated	10000	0.0531	0.0481	0.0050000000000000044	-0.0003	0.0101	387	337	0.9276	-3.7832885923302246	-3.8017340694268538	-3.7648431152335955	-3.7935578778190893	-4.979608172424767	-2.570918302733495	-0.1369963448929049	-0.15544182198953416	-0.11855086779627566	-0.14726563038177032
+I+G4	500.0	500	alternative	calibrated	20000	0.05385	0.05015	0.003700000000000002	-0.0001	0.00745	817	743	0.922	-3.77655352053415	-3.78961202137158	-3.7634950196967196	-3.780416847714897	-4.979204834560123	-2.5576825145151636	-0.13026127309682953	-0.1433197739342597	-0.11720277225939935	-0.13412460027757733
+I+G4	500.0	1000	null_heldout	nominal	10000	0.0515	0.9999	-0.9484	-0.9526	-0.9441	0	9484	0.0516	-5.36356474806813	-5.382327692900061	-5.3448018032362	-5.367571051140751	-6.588384986723288	-4.136605511512355	-5.363564748068129	-5.38232769290006	-5.344801803236199	-5.36757105114075
+I+G4	500.0	1000	alternative	nominal	20000	0.0511	0.99985	-0.94875	-0.9518	-0.9457	0	18975	0.05125	-5.359199499906576	-5.37238511513279	-5.346013884680362	-5.369486759365489	-6.5657063001719935	-4.134010324257538	-5.359199499906576	-5.37238511513279	-5.346013884680362	-5.369486759365488
+I+G4	500.0	1000	null_heldout	calibrated	10000	0.0523	0.0522	9.999999999999593e-05	-0.0052	0.0055	398	397	0.9205	-5.36356474806813	-5.382327692900061	-5.3448018032362	-5.367571051140751	-6.588384986723288	-4.136605511512355	-0.15046417811071583	-0.1692271229426463	-0.13170123327878536	-0.15447048118333617
+I+G4	500.0	1000	alternative	calibrated	20000	0.0525	0.05285	-0.0003500000000000031	-0.004051249999999999	0.00345	753	760	0.92435	-5.359199499906576	-5.37238511513279	-5.346013884680362	-5.369486759365489	-6.5657063001719935	-4.134010324257538	-0.14609892994916143	-0.1592845451753758	-0.13291331472294707	-0.15638618940807358
+I+G4	500.0	5000	null_heldout	nominal	10000	0.047	1.0	-0.953	-0.9571	-0.9488	0	9530	0.047	-12.009034928775558	-12.027255492241245	-11.99081436530987	-12.011447042455124	-13.20639539262521	-10.8062225264629	-12.00903492877556	-12.027255492241247	-11.990814365309872	-12.011447042455124
+I+G4	500.0	5000	alternative	nominal	20000	0.04935	1.0	-0.95065	-0.9536	-0.94755	0	19013	0.04935	-12.000120276513186	-12.013088836116069	-11.987151716910304	-12.009723525011445	-13.19014996607831	-10.793415905848697	-12.000120276513186	-12.013088836116069	-11.987151716910304	-12.009723525011445
+I+G4	500.0	5000	null_heldout	calibrated	10000	0.0437	0.0501	-0.006399999999999996	-0.0116	-0.0012	316	380	0.9304	-12.009034928775558	-12.027255492241245	-11.99081436530987	-12.011447042455124	-13.20639539262521	-10.8062225264629	-0.18033389132912192	-0.19855445479480915	-0.1621133278634347	-0.18274600500868843
+I+G4	500.0	5000	alternative	calibrated	20000	0.0456	0.0471	-0.0015000000000000013	-0.00505	0.0021	680	710	0.9305	-12.000120276513186	-12.013088836116069	-11.987151716910304	-12.009723525011445	-13.19014996607831	-10.793415905848697	-0.17141923906674983	-0.18438779866963267	-0.15845067946386698	-0.18102248756500838
+I+G4	500.0	10000	null_heldout	nominal	10000	0.0496	1.0	-0.9504	-0.9546	-0.946	0	9504	0.0496	-16.988029597689543	-17.006297673691424	-16.969761521687662	-16.990354521650872	-18.1753618660319	-15.785859506158545	-16.988029597689543	-17.006297673691424	-16.969761521687662	-16.990354521650872
+I+G4	500.0	10000	alternative	nominal	20000	0.0512	1.0	-0.9488	-0.95185	-0.94575	0	18976	0.0512	-16.99046433646038	-17.0034475437906	-16.97748112913016	-16.99843117419761	-18.187107435468242	-15.788547624769105	-16.990464336460377	-17.003447543790596	-16.977481129130158	-16.998431174197606
+I+G4	500.0	10000	null_heldout	calibrated	10000	0.0461	0.0503	-0.004199999999999995	-0.0094	0.0009	324	366	0.931	-16.988029597689543	-17.006297673691424	-16.969761521687662	-16.990354521650872	-18.1753618660319	-15.785859506158545	-0.16789467487341453	-0.18616275087529674	-0.14962659887153232	-0.1702195988347448
+I+G4	500.0	10000	alternative	calibrated	20000	0.04785	0.04815	-0.00030000000000000165	-0.00395125	0.00325	720	726	0.9277	-16.99046433646038	-17.0034475437906	-16.97748112913016	-16.99843117419761	-18.187107435468242	-15.788547624769105	-0.1703294136442491	-0.18331262097446765	-0.15734620631403057	-0.17829625138147875
+I+G4	1000.0	100	null_heldout	nominal	10000	0.0513	0.5187	-0.46740000000000004	-0.4774	-0.4577	57	4731	0.5212	-1.6542282438963907	-1.672912483676878	-1.6355440041159033	-1.6779522260672832	-2.868975850450249	-0.4227440923894879	-1.6542282438963907	-1.672912483676878	-1.6355440041159033	-1.6779522260672832
+I+G4	1000.0	100	alternative	nominal	20000	0.05385	0.51525	-0.4614	-0.4686	-0.45444875	110	9338	0.5276	-1.638291859311248	-1.6514688795879384	-1.6251148390345578	-1.6564434837217354	-2.8425348761646516	-0.40480477030248097	-1.638291859311248	-1.6514688795879384	-1.6251148390345578	-1.6564434837217354
+I+G4	1000.0	100	null_heldout	calibrated	10000	0.0463	0.0464	-9.999999999999593e-05	-0.0054	0.005	339	340	0.9321	-1.6542282438963907	-1.672912483676878	-1.6355440041159033	-1.6779522260672832	-2.868975850450249	-0.4227440923894879	-0.19525049626086613	-0.21393473604135355	-0.1765662564803787	-0.21897447843175888
+I+G4	1000.0	100	alternative	calibrated	20000	0.04805	0.04905	-0.0010000000000000009	-0.0046	0.00265	698	718	0.9292	-1.638291859311248	-1.6514688795879384	-1.6251148390345578	-1.6564434837217354	-2.8425348761646516	-0.40480477030248097	-0.1793141116757238	-0.19249113195241416	-0.16613709139903346	-0.1974657360862111
+I+G4	1000.0	500	null_heldout	nominal	10000	0.0515	0.9898	-0.9383	-0.9429	-0.9334	0	9383	0.0617	-3.792196683858016	-3.810495234272491	-3.773898133443541	-3.7992198235839028	-4.995590858435806	-2.5892173849881224	-3.792196683858016	-3.810495234272491	-3.773898133443541	-3.7992198235839023
+I+G4	1000.0	500	alternative	nominal	20000	0.0513	0.9885	-0.9372	-0.94035	-0.9338	0	18744	0.0628	-3.776101880013406	-3.7890955691656023	-3.7631081908612094	-3.7798304268709355	-4.9729205719895715	-2.5699467387713533	-3.776101880013406	-3.7890955691656023	-3.7631081908612094	-3.779830426870935
+I+G4	1000.0	500	null_heldout	calibrated	10000	0.0539	0.0523	0.0016000000000000042	-0.0037	0.007	393	377	0.923	-3.792196683858016	-3.810495234272491	-3.773898133443541	-3.7992198235839028	-4.995590858435806	-2.5892173849881224	-0.15817706303924578	-0.17647561345372098	-0.13987851262477058	-0.1652002027651318
+I+G4	1000.0	500	alternative	calibrated	20000	0.0534	0.0508	0.002600000000000005	-0.0012	0.00645	783	731	0.9243	-3.776101880013406	-3.7890955691656023	-3.7631081908612094	-3.7798304268709355	-4.9729205719895715	-2.5699467387713533	-0.14208225919463507	-0.15507594834683155	-0.1290885700424386	-0.145810806052165
+I+G4	1000.0	1000	null_heldout	nominal	10000	0.0458	1.0	-0.9542	-0.9584	-0.9501	0	9542	0.0458	-5.369239122666323	-5.387541754514437	-5.350936490818208	-5.386717287956953	-6.559741358382295	-4.172762896474518	-5.369239122666322	-5.387541754514436	-5.350936490818207	-5.3867172879569525
+I+G4	1000.0	1000	alternative	nominal	20000	0.05065	1.0	-0.94935	-0.9525	-0.94625	0	18987	0.05065	-5.360005473579286	-5.373089971086267	-5.3469209760723055	-5.368704885839911	-6.566827845556389	-4.139808360014544	-5.360005473579285	-5.373089971086266	-5.346920976072305	-5.368704885839911
+I+G4	1000.0	1000	null_heldout	calibrated	10000	0.0513	0.0456	0.005699999999999997	0.0005	0.0108	387	330	0.9283	-5.369239122666323	-5.387541754514437	-5.350936490818208	-5.386717287956953	-6.559741358382295	-4.172762896474518	-0.073755083624238	-0.09205771547235239	-0.055452451776123596	-0.09123324891486861
+I+G4	1000.0	1000	alternative	calibrated	20000	0.058	0.04765	0.010350000000000005	0.0066	0.014051250000000005	885	678	0.92185	-5.360005473579286	-5.373089971086267	-5.3469209760723055	-5.368704885839911	-6.566827845556389	-4.139808360014544	-0.06452143453720119	-0.07760593204418176	-0.05143693703022062	-0.07322084679782703
+I+G4	1000.0	5000	null_heldout	nominal	10000	0.048	1.0	-0.952	-0.956	-0.9478	0	9520	0.048	-12.029697883025046	-12.048099165216321	-12.01129660083377	-12.040927394223633	-13.23830071704819	-10.82525335984636	-12.029697883025046	-12.048099165216321	-12.01129660083377	-12.040927394223633
+I+G4	1000.0	5000	alternative	nominal	20000	0.05035	1.0	-0.94965	-0.9528	-0.94665	0	18993	0.05035	-12.01166835916575	-12.024657978990954	-11.998678739340546	-12.007418974154202	-13.226520304223632	-10.818520764884381	-12.011668359165752	-12.024657978990955	-11.998678739340548	-12.007418974154202
+I+G4	1000.0	5000	null_heldout	calibrated	10000	0.044	0.0468	-0.002800000000000004	-0.0079	0.0023	321	349	0.933	-12.029697883025046	-12.048099165216321	-12.01129660083377	-12.040927394223633	-13.23830071704819	-10.82525335984636	-0.174132057826411	-0.1925333400176869	-0.1557307756351351	-0.18536156902499812
+I+G4	1000.0	5000	alternative	calibrated	20000	0.0474	0.04855	-0.0011500000000000052	-0.0049	0.002551250000000005	700	723	0.92885	-12.01166835916575	-12.024657978990954	-11.998678739340546	-12.007418974154202	-13.226520304223632	-10.818520764884381	-0.15610253396711576	-0.16909215379231946	-0.14311291414191207	-0.151853148955567
+I+G4	1000.0	10000	null_heldout	nominal	10000	0.0515	1.0	-0.9485	-0.9528	-0.944	0	9485	0.0515	-16.98350184162529	-17.001767465380674	-16.965236217869908	-16.984596759926163	-18.18194687726672	-15.773360610471586	-16.98350184162529	-17.001767465380674	-16.965236217869908	-16.984596759926163
+I+G4	1000.0	10000	alternative	nominal	20000	0.0508	1.0	-0.9492	-0.95225	-0.94625	0	18984	0.0508	-16.98625897523981	-16.99933400433945	-16.97318394614017	-16.984315838535274	-18.203335261757637	-15.77742181738076	-16.98625897523981	-16.99933400433945	-16.97318394614017	-16.984315838535274
+I+G4	1000.0	10000	null_heldout	calibrated	10000	0.0493	0.0501	-0.0008000000000000021	-0.005902499999999999	0.0045	358	366	0.9276	-16.98350184162529	-17.001767465380674	-16.965236217869908	-16.984596759926163	-18.18194687726672	-15.773360610471586	-0.15100962912873422	-0.16927525288411627	-0.13274400537335218	-0.152104547429607
+I+G4	1000.0	10000	alternative	calibrated	20000	0.0495	0.04745	0.002050000000000003	-0.00165	0.0059	746	705	0.92745	-16.98625897523981	-16.99933400433945	-16.97318394614017	-16.984315838535274	-18.203335261757637	-15.77742181738076	-0.1537667627432564	-0.16684179184289408	-0.14069173364361873	-0.15182362603871802
+I+G4	10000.0	100	null_heldout	nominal	10000	0.0523	0.5089	-0.4566	-0.4666	-0.4464	60	4626	0.5314	-1.640182494511032	-1.658979806946209	-1.621385182075855	-1.6764878786820403	-2.8450049181710564	-0.3929097818052437	-1.640182494511032	-1.658979806946209	-1.621385182075855	-1.67648787868204
+I+G4	10000.0	100	alternative	nominal	20000	0.0503	0.5156	-0.46529999999999994	-0.47235	-0.45845	112	9418	0.5235	-1.6520083731785247	-1.6651481068888072	-1.6388686394682421	-1.6785297488408144	-2.846485606146067	-0.41311489955780123	-1.6520083731785242	-1.6651481068888068	-1.6388686394682417	-1.6785297488408144
+I+G4	10000.0	100	null_heldout	calibrated	10000	0.0473	0.0479	-0.0005999999999999964	-0.0056	0.0047	339	345	0.9316	-1.640182494511032	-1.658979806946209	-1.621385182075855	-1.6764878786820403	-2.8450049181710564	-0.3929097818052437	-0.16298549759313952	-0.18178281002831662	-0.14418818515796242	-0.1992908817641479
+I+G4	10000.0	100	alternative	calibrated	20000	0.046	0.0466	-0.0006000000000000033	-0.00435	0.00305	686	698	0.9308	-1.6520083731785247	-1.6651481068888072	-1.6388686394682421	-1.6785297488408144	-2.846485606146067	-0.41311489955780123	-0.17481137626063212	-0.1879511099709146	-0.16167164255034963	-0.201332751922922
+I+G4	10000.0	500	null_heldout	nominal	10000	0.0555	0.9875	-0.932	-0.9368	-0.9269	0	9320	0.068	-3.772262332386598	-3.790931922320019	-3.7535927424531765	-3.7725492417314737	-4.995571845323922	-2.5405763487068134	-3.772262332386598	-3.790931922320019	-3.7535927424531765	-3.772549241731474
+I+G4	10000.0	500	alternative	nominal	20000	0.0475	0.98775	-0.94025	-0.9435	-0.9370987500000001	0	18805	0.05975	-3.785252823247978	-3.798322214529248	-3.7721834319667082	-3.7989086452490533	-4.984335984953292	-2.578383843715079	-3.785252823247978	-3.798322214529248	-3.7721834319667082	-3.7989086452490533
+I+G4	10000.0	500	null_heldout	calibrated	10000	0.056	0.0477	0.008300000000000002	0.0029	0.0136	431	348	0.9221	-3.772262332386598	-3.790931922320019	-3.7535927424531765	-3.7725492417314737	-4.995571845323922	-2.5405763487068134	-0.09438000479108642	-0.11304959472450783	-0.07571041485766501	-0.09466691413596262
+I+G4	10000.0	500	alternative	calibrated	20000	0.04785	0.0447	0.00315	-0.0003	0.006801250000000004	727	664	0.93045	-3.785252823247978	-3.798322214529248	-3.7721834319667082	-3.7989086452490533	-4.984335984953292	-2.578383843715079	-0.1073704956524668	-0.12043988693373661	-0.09430110437119699	-0.12102631765354133
+I+G4	10000.0	1000	null_heldout	nominal	10000	0.051	1.0	-0.949	-0.9532025000000001	-0.9446	0	9490	0.051	-5.348931867286394	-5.367525419379555	-5.3303383151932335	-5.356655640743634	-6.570071685479205	-4.116516175170782	-5.348931867286394	-5.367525419379555	-5.3303383151932335	-5.356655640743634
+I+G4	10000.0	1000	alternative	nominal	20000	0.0508	1.0	-0.9492	-0.9522	-0.94615	0	18984	0.0508	-5.3466178947689516	-5.3596408698027425	-5.333594919735161	-5.352635992639463	-6.537454680845989	-4.149141593609715	-5.346617894768951	-5.359640869802742	-5.33359491973516	-5.352635992639463
+I+G4	10000.0	1000	null_heldout	calibrated	10000	0.0459	0.0455	0.0004000000000000045	-0.0049	0.0055	351	347	0.9302	-5.348931867286394	-5.367525419379555	-5.3303383151932335	-5.356655640743634	-6.570071685479205	-4.116516175170782	-0.15617436659968154	-0.17476791869284192	-0.13758081450652115	-0.16389814005692172
+I+G4	10000.0	1000	alternative	calibrated	20000	0.04665	0.0446	0.0020499999999999963	-0.00155	0.00565	701	660	0.93195	-5.3466178947689516	-5.3596408698027425	-5.333594919735161	-5.352635992639463	-6.537454680845989	-4.149141593609715	-0.15386039408223864	-0.1668833691160297	-0.1408374190484476	-0.1598784919527505
+I+G4	10000.0	5000	null_heldout	nominal	10000	0.0506	1.0	-0.9494	-0.9537	-0.945	0	9494	0.0506	-12.006199016382318	-12.024580376639744	-11.987817656124893	-12.019439528659504	-13.209482266462086	-10.777420004657664	-12.006199016382322	-12.024580376639747	-11.987817656124896	-12.019439528659504
+I+G4	10000.0	5000	alternative	nominal	20000	0.05165	1.0	-0.94835	-0.95135	-0.94515	0	18967	0.05165	-12.013024109362823	-12.026168507113193	-11.999879711612452	-12.015375100206679	-13.230567770300054	-10.798555981516012	-12.013024109362824	-12.026168507113194	-11.999879711612454	-12.015375100206679
+I+G4	10000.0	5000	null_heldout	calibrated	10000	0.048	0.0549	-0.006899999999999996	-0.0126	-0.0016	351	420	0.9229	-12.006199016382318	-12.024580376639744	-11.987817656124893	-12.019439528659504	-13.209482266462086	-10.777420004657664	-0.18942368097676382	-0.20780504123418977	-0.17104232071933786	-0.20266419325394747
+I+G4	10000.0	5000	alternative	calibrated	20000	0.0496	0.05235	-0.0027500000000000024	-0.0066	0.00115	729	784	0.92435	-12.013024109362823	-12.026168507113193	-11.999879711612452	-12.015375100206679	-13.230567770300054	-10.798555981516012	-0.19624877395726814	-0.20939317170763896	-0.18310437620689732	-0.1985997648011235
+I+G4	10000.0	10000	null_heldout	nominal	10000	0.0517	1.0	-0.9483	-0.9525	-0.9441	0	9483	0.0517	-16.984231788218377	-17.003033264967893	-16.96543031146886	-16.987212701354743	-18.19593736018995	-15.752372895078704	-16.984231788218377	-17.003033264967893	-16.96543031146886	-16.987212701354743
+I+G4	10000.0	10000	alternative	nominal	20000	0.052	1.0	-0.948	-0.951	-0.9449	0	18960	0.052	-16.98130569962287	-16.994317651347323	-16.968293747898414	-16.980621399653945	-18.186344985979886	-15.77638624419906	-16.98130569962287	-16.994317651347323	-16.968293747898414	-16.98062139965394
+I+G4	10000.0	10000	null_heldout	calibrated	10000	0.0539	0.0519	0.0020000000000000018	-0.0035	0.0076	402	382	0.9216	-16.984231788218377	-17.003033264967893	-16.96543031146886	-16.987212701354743	-18.19593736018995	-15.752372895078704	-0.12316729776066877	-0.14196877451018475	-0.10436582101115281	-0.12614821089703554
+I+G4	10000.0	10000	alternative	calibrated	20000	0.0541	0.05225	0.0018500000000000044	-0.0020512499999999997	0.0058	795	758	0.92235	-16.98130569962287	-16.994317651347323	-16.968293747898414	-16.980621399653945	-18.186344985979886	-15.77638624419906	-0.12024120916516308	-0.13325316088961645	-0.10722925744070973	-0.11955690919623763
+I+R4	0.5	100	null_heldout	nominal	10000	0.043	0.5193	-0.4763	-0.4861	-0.4663	0	4763	0.5237	-1.6880341194348294	-1.6900887130113265	-1.6859795258583323	-1.681997052071945	-1.8219606777888602	-1.5603216191940767	-1.6880341194348294	-1.6900887130113265	-1.6859795258583323	-1.681997052071945
+I+R4	0.5	100	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-0.9419747043729901	-0.944888207293277	-0.9390612014527032	-0.9703278814338123	-1.1805665426393257	-0.6672416077397858	-0.9419747043729901	-0.944888207293277	-0.9390612014527032	-0.9703278814338121
+I+R4	0.5	100	null_heldout	calibrated	10000	0.0515	0.0511	0.0003999999999999976	-0.0008	0.0017	24	20	0.9956	-1.6880341194348294	-1.6900887130113265	-1.6859795258583323	-1.681997052071945	-1.8219606777888602	-1.5603216191940767	-0.11585689470844182	-0.1179114882849389	-0.11380230113194474	-0.10981982734555773
+I+R4	0.5	100	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-0.9419747043729901	-0.944888207293277	-0.9390612014527032	-0.9703278814338123	-1.1805665426393257	-0.6672416077397858	0.6302025203533969	0.6272890174331099	0.6331160232736838	0.6018493432925749
+I+R4	0.5	500	null_heldout	nominal	10000	0.0449	0.988	-0.9430999999999999	-0.9475	-0.9385	0	9431	0.0569	-3.7791985034394036	-3.7812059810876244	-3.7771910257911827	-3.777797620129564	-3.909480289568812	-3.648221948977141	-3.7791985034394036	-3.7812059810876244	-3.7771910257911827	-3.777797620129564
+I+R4	0.5	500	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-2.156324630413664	-2.1590244112445216	-2.1536248495828065	-2.1676741003865505	-2.3961557805713714	-1.9044001122536107	-2.156324630413664	-2.1590244112445216	-2.1536248495828065	-2.1676741003865514
+I+R4	0.5	500	null_heldout	calibrated	10000	0.0486	0.0492	-0.0006000000000000033	-0.002	0.0008	23	29	0.9948	-3.7791985034394036	-3.7812059810876244	-3.7771910257911827	-3.777797620129564	-3.909480289568812	-3.648221948977141	-0.12705206965722485	-0.1290595473054456	-0.12504459200900409	-0.12565118634738592
+I+R4	0.5	500	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-2.156324630413664	-2.1590244112445216	-2.1536248495828065	-2.1676741003865505	-2.3961557805713714	-1.9044001122536107	1.4958218033685127	1.4931220225376554	1.49852158419937	1.484472333395626
+I+R4	0.5	1000	null_heldout	nominal	10000	0.0472	1.0	-0.9528	-0.957	-0.9486	0	9528	0.0472	-5.344983795161333	-5.346989972822289	-5.342977617500377	-5.343446365162874	-5.475316904563754	-5.213401031561185	-5.344983795161333	-5.346989972822289	-5.342977617500377	-5.343446365162874
+I+R4	0.5	1000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.0593692034230466	-3.062024323327617	-3.056714083518476	-3.0668816604075033	-3.2997825183279357	-2.8101097327688844	-3.0593692034230466	-3.062024323327617	-3.056714083518476	-3.066881660407504
+I+R4	0.5	1000	null_heldout	calibrated	10000	0.0528	0.0516	0.0011999999999999997	-0.0004	0.0028	41	29	0.993	-5.344983795161333	-5.346989972822289	-5.342977617500377	-5.343446365162874	-5.475316904563754	-5.213401031561185	-0.12800106258194965	-0.13000724024290589	-0.12599488492099342	-0.12646363258349025
+I+R4	0.5	1000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-3.0593692034230466	-3.062024323327617	-3.056714083518476	-3.0668816604075033	-3.2997825183279357	-2.8101097327688844	2.1576135291563383	2.1549584092517677	2.160268649060909	2.150101072171881
+I+R4	0.5	5000	null_heldout	nominal	10000	0.0508	1.0	-0.9492	-0.9534	-0.9448	0	9492	0.0508	-11.952839250140002	-11.954860706883233	-11.950817793396771	-11.951881961941954	-12.083932201748008	-11.821134359015874	-11.952839250140002	-11.954860706883233	-11.950817793396771	-11.951881961941954
+I+R4	0.5	5000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-6.854124788068243	-6.85677486621697	-6.851474709919517	-6.858046598328386	-7.096326553026986	-6.605992445942152	-6.854124788068243	-6.85677486621697	-6.851474709919517	-6.858046598328387
+I+R4	0.5	5000	null_heldout	calibrated	10000	0.0545	0.0516	0.0029	0.0014	0.0045	46	17	0.9937	-11.952839250140002	-11.954860706883233	-11.950817793396771	-11.951881961941954	-12.083932201748008	-11.821134359015874	-0.11730128893646581	-0.11932274567969674	-0.11527983219323489	-0.116344000738418
+I+R4	0.5	5000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-6.854124788068243	-6.85677486621697	-6.851474709919517	-6.858046598328386	-7.096326553026986	-6.605992445942152	4.981413173135292	4.978763094986565	4.984063251284018	4.977491362875147
+I+R4	0.5	10000	null_heldout	nominal	10000	0.0502	1.0	-0.9498	-0.9539	-0.9454	0	9498	0.0502	-16.903950060051734	-16.905953377941525	-16.901946742161943	-16.903386706012824	-17.034815006497418	-16.773759665364306	-16.90395006005173	-16.905953377941522	-16.90194674216194	-16.903386706012824
+I+R4	0.5	10000	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-9.697020238815865	-9.69970595167919	-9.69433452595254	-9.699746186050511	-9.945725114555525	-9.445403104445338	-9.697020238815867	-9.699705951679192	-9.694334525952542	-9.699746186050513
+I+R4	0.5	10000	null_heldout	calibrated	10000	0.0531	0.0528	0.00030000000000000165	-0.0013	0.002	35	32	0.9933	-16.903950060051734	-16.905953377941525	-16.901946742161943	-16.903386706012824	-17.034815006497418	-16.773759665364306	-0.12059509876712118	-0.1225984166569136	-0.11859178087732877	-0.1200317447282142
+I+R4	0.5	10000	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-9.697020238815865	-9.69970595167919	-9.69433452595254	-9.699746186050511	-9.945725114555525	-9.445403104445338	7.086334722468743	7.083649009605418	7.089020435332069	7.083608775234097
+I+R4	1.0	100	null_heldout	nominal	10000	0.0453	0.5069	-0.4616	-0.4718	-0.4517	0	4616	0.5384	-1.6918078144482278	-1.6938862651050006	-1.689729363791455	-1.686414373554872	-1.826735565063872	-1.5622196767259522	-1.6918078144482278	-1.6938862651050006	-1.689729363791455	-1.686414373554872
+I+R4	1.0	100	alternative	nominal	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-1.1787341537837943	-1.1806189780034502	-1.1768493295641385	-1.1928114772755527	-1.3391888739431272	-1.0017803945923915	-1.1787341537837948	-1.1806189780034506	-1.176849329564139	-1.192811477275553
+I+R4	1.0	100	null_heldout	calibrated	10000	0.0519	0.0523	-0.0003999999999999976	-0.0018	0.0009	22	26	0.9952	-1.6918078144482278	-1.6938862651050006	-1.689729363791455	-1.686414373554872	-1.826735565063872	-1.5622196767259522	-0.12243001429713672	-0.12450846495390955	-0.1203515636403639	-0.1170365734037806
+I+R4	1.0	100	alternative	calibrated	20000	1.0	1.0	0.0	0.0	0.0	0	0	1.0	-1.1787341537837943	-1.1806189780034502	-1.1768493295641385	-1.1928114772755527	-1.3391888739431272	-1.0017803945923915	0.390643646367297	0.3887588221476411	0.39252847058695284	0.3765663228755387
