csv	branch	z_alpha	windows	saturated_windows	saturated_fraction	min_z	median_z	max_z	dataset
doc/satute-wiki/results/biological/independent_enhanced_sliding_window_20260619_151135/original_satute/protein_based_2D_tree/branch_to_eukaryota_sliding_window_size_36.csv	(Node2692*, Node2691*)	2.326347874388028	2561	138	0.05388520109332292	0.2290074213908407	4.547521278662508	8.637586016970024	protein_based_2D_tree
doc/satute-wiki/results/biological/independent_enhanced_sliding_window_20260619_151135/original_satute/protein_based_2D_tree/branch_to_yeast_sliding_window_size_36.csv	(Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Saccharomyces_cerevisiae, Node2721*)	2.326347874388028	2561	54	0.021085513471300273	0.2679747750125535	5.218019808045329	8.169657640705879	protein_based_2D_tree
doc/satute-wiki/results/biological/independent_enhanced_sliding_window_20260619_151135/original_satute/rRNA_based_3D_tree/branch_to_eukaryota_sliding_window_size_36.csv	(Node1612*, Node77*)	2.326347874388028	1912	822	0.4299163179916318	-1.050448296278846	2.8805880615273116	10.492521609126976	rRNA_based_3D_tree
doc/satute-wiki/results/biological/independent_enhanced_sliding_window_20260619_151135/original_satute/rRNA_based_3D_tree/branch_to_yeast_sliding_window_size_36.csv	(Eukaryota_Opisthokonta_Nucletmycea_Fungi_Dikarya_Ascomycota_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomyces_cerevisiae_baker_s_yeast, Node1652*)	2.326347874388028	1912	70	0.036610878661087864	0.5569273785056404	5.773423853074338	7.738335495382437	rRNA_based_3D_tree
