formula	branch_short	branch	windows	saturated_windows	saturated_fraction	min_z	median_z	max_z	z_alpha	csv
original_satute	eukaryota	(Node1612*, Node77*)	1912	822	0.4299163179916318	-1.050448296278846	2.880588061527312	10.492521609126976	2.326347874388028	doc/satute-wiki/results/biological/enhanced_sliding_window_rerun_20260619_150104/original_satute/rRNA_based_3D_tree/branch_to_eukaryota_sliding_window_size_36.csv
original_satute	yeast	(Eukaryota_Opisthokonta_Nucletmycea_Fungi_Dikarya_Ascomycota_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomyces_cerevisiae_baker_s_yeast, Node1652*)	1912	70	0.0366108786610878	0.5569273785056404	5.773423853074338	7.738335495382437	2.326347874388028	doc/satute-wiki/results/biological/enhanced_sliding_window_rerun_20260619_150104/original_satute/rRNA_based_3D_tree/branch_to_yeast_sliding_window_size_36.csv
dominant	eukaryota	(Node1612*, Node77*)	1912	895	0.4680962343096234	-0.9069840181599758	2.621804363209097	8.270102622558106	2.326347874388028	doc/satute-wiki/results/biological/enhanced_sliding_window_rerun_20260619_150104/sliding_window/dominant/rRNA_based_3D_tree/branch_to_eukaryota_sliding_window_size_36.csv
dominant	yeast	(Eukaryota_Opisthokonta_Nucletmycea_Fungi_Dikarya_Ascomycota_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomyces_cerevisiae_baker_s_yeast, Node1652*)	1912	83	0.0434100418410041	0.4838324540220024	5.172756309194795	8.174179645681988	2.326347874388028	doc/satute-wiki/results/biological/enhanced_sliding_window_rerun_20260619_150104/sliding_window/dominant/rRNA_based_3D_tree/branch_to_yeast_sliding_window_size_36.csv
eigenvalue_weighted	eukaryota	(Node1612*, Node77*)	1912	699	0.3655857740585774	-0.8734209836709796	4.250755936119247	12.417222799625616	2.326347874388028	doc/satute-wiki/results/biological/enhanced_sliding_window_rerun_20260619_150104/sliding_window/eigenvalue_weighted/rRNA_based_3D_tree/branch_to_eukaryota_sliding_window_size_36.csv
eigenvalue_weighted	yeast	(Eukaryota_Opisthokonta_Nucletmycea_Fungi_Dikarya_Ascomycota_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomyces_cerevisiae_baker_s_yeast, Node1652*)	1912	29	0.0151673640167364	1.2885097723255023	8.164458338001916	11.768995578495268	2.326347874388028	doc/satute-wiki/results/biological/enhanced_sliding_window_rerun_20260619_150104/sliding_window/eigenvalue_weighted/rRNA_based_3D_tree/branch_to_yeast_sliding_window_size_36.csv
